Title,Description,Category,Collection,Tags,Vendor,Product type ,Price,weight,skunumber
David Beckham Classic Blue Eau de Toilette Spray 90ml,"Designed to complement the original 'Classic' scent that David Beckham launched in 2013, this fragrance is called 'Classic Blue'. It is inspired by classic elegance of men's style with a contemporary twist on timelessness.

This modern fragrance features top notes of pineapple, violet and grapefruit that are followed by a heart of clary sage and geranium. The fruity scent finishes with base notes of patchouli, moss and cashmere. A must have for any Beckham fragrance fan.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,David Beckham,43.265,90ml,2108
Armaf Special Amber Oud Parfum Spray 100ml,"Special Amber Oud is a powerful masculine fragrance featuring indulgent amber accords and a tantalising degree of spice. The top features crisp saffron with apple, bergamot, cinnamon, coriander, lime, and strawberry. The heart procures a floral flourish with rose, jasmine, lily-of-the-valley, and lavender. The base brings a deeper accord with smoky frankincense, patchouli, vanilla, vetiver, amber, and musk.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Armaf,50.915,100ml,2109
Armaf Amber Arabia Oud Parfum Spray 100ml,"Amber Arabia Oud uses vivid spicy accords to create an energising and fiery amber fragrance. The opening accord highlights precious saffron, nutmeg, and orange for a crisp spicy scent. The heart brings tagetes and lavender for an aromatic floral flavour. The base uses smooth agarwood, patchouli, ambroxan, and musk.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Armaf,54.315,100ml,2110
Kenzo Homme Eau de Parfum 110ml,Kenzo unveils its new addictive fragrance: Kenzo Homme Eau de Parfum.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Kenzo,123.25,110ml,2111
Antonio Banderas Blue Seduction For Men Eau de Toilette Spray 200ml,"Antonio Banderas Blue Seduction Men. A modern, stylish and masculine fragrance that features bergamot, cassis, mint, melon, cardamom, nutmeg, ocean accord, apple, cappucino accord, oak moss, woods and musk.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Antonio Banderas,24.31,200ml,2112
Jaguar Classic Blue Eau de Toilette Spray 100ml,"For men who possess infectious energy, and love to experiment with unique fragrances, this Classic Blue EDT from Jaguar will definitely be a good idea.
Top Notes
This fragrance opens with a blend of cosy, citrusy, spicy, and sweet aromas of orange, juniper berries, lavender, mandarin orange, basil, star anise, and bergamot to engulf you in a refreshing fragrance.

Heart Notes
This perfume trails into the spicy, and warm notes of ginger, orange blossom, and lotus to heighten your senses.

Base Notes
Unravelling sweet, woody, comforting, and velvety notes of sandalwood, benzoin, and white musk at the end, this perfume will leave you feeling rejuvenated, and upbeat for a long time.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Jaguar,25.755,100ml,2113
Yves Saint Laurent Y For Men Eau de Toilette Spray 60ml,"Introducing Y perfume for men by Yves Saint Laurent.

An authentic fragrance expression capturing the essence of modern men. Y by Yves Saint Laurent is not the story of one man but of a whole generation: a creative generation of men who dare to follow their passions and carve their own paths. From inspiration, through hard work and collaboration, to self-accomplishment and success. Everything starts with a why.

The scent Y Eau de Toilette for Men is a light & dark foug√®re fragrance, perfectly complementing the multifaceted personality traits of the Y man. Bright and fresh at the top with geranium, lavender and white aldehydes, yet strong and sensual at the heart & base with balsam fir incense and tonka bean. Y for men is the scent of freedom. This is a YSL men's perfume which dares you to strive, and to accomplish. Everything starts with a why.

The bottle Y Eau de Toilette for Men's iconic bottle is an expression of modernity. A sharp & minimal design, sliced with the strong Y identity as a creative signature. An object to give you the power to create who you are.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Yves Saint Laurent,101.15,60ml,2114
Shay & Blue Atropa Belladonna Eau de Parfum Spray 100ml,Heady and mesmerising this trippy fragrance is not just for Hippies. Cassis berries and jasmine dance with layers of depth from patchouli and vanilla. Undeniably seductive.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Shay & Blue,110.5,100ml,2115
Shay & Blue Atropa Belladonna Eau de Parfum Spray 10ml,Heady and mesmerising this trippy fragrance is not just for Hippies. Cassis berries and jasmine dance with layers of depth from patchouli and vanilla. Undeniably seductive.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Shay & Blue,38.25,10ml,2116
Shay & Blue Salt Caramel Eau de Parfum Spray 100ml,Spoon drippingly glossy caramel. Caribbean Tonka bean and soft sandalwood meld into deliciously frothy sea salt. A deeply comforting fragrance. So addictive it should be illegal.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Shay & Blue,110.5,100ml,2117
Guy Laroche Drakkar Intense Eau de Parfum Spray 50ml,"Drakkar Intense is a bold stroke of aromatic fragrance, a sea of fresh spices and woody accords melding into a sharp and charismatic blend. A rise of wormwood, bergamot, and coriander gives a crisp character to the opening accord. The heart brings lavender alongside clary sage and juniper berries. The base features patchouli, moss, and comforting suede.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Guy Laroche,33.83,50ml,2118
Kenzo Homme Eau de Parfum 60ml,Kenzo unveils its new addictive fragrance: Kenzo Homme Eau de Parfum.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Kenzo,92.65,60ml,2119
Perfumer's Choice No. 4 Phoenix Eau de Parfum Spray 83ml,"ELEGANT, AMBER AND EXOTIC. ‚Ññ4 by Phoenix is an invigorating rich fragrance for both men and women which blends fruity top notes with warm exotic woody base notes.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Perfumer's Choice,23.8,83ml,2120
Colour Me Homme Abstract Art Eau de Parfum Spray 100ml,"Fresh, spicy and masculine. Colour Me Abstract Art is an invigorating men's fragrance which blends fresh, aromatic notes with a rich masculine woody base.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Colour Me,20.315,100ml,2121
Colour Me Homme Azure Eau de Parfum Spray 100ml,"Energising, fresh and powerful: colour me azure is an energising and fresh fragrance for men, blending citrus top notes with aromatic lavender middle notes, followed by warm vanilla and cedarwood for an invigorating and powerful perfume for men.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Colour Me,23.375,100ml,2122
Versace Pour Homme Eau de Toilette Spray 200ml,"From Mediterranean origins, Versace Pour Homme has been created to convey, via aromatic notes, the character of today's man. Knowledgeable and self-confident, he has the ability to live his life in a harmonious relationship with the natural world. Dynamic and entrepreneurial, the Versace Pour Homme man communicates his forceful and passionate character through a decidedly masculine fragrance.

Top notes of bergamot, neroli, citron of diamante and bitter orange leaves give way to a heart of geranium, clary sage and blue hyacinth. Base notes of cedarwood, oud, amber, tonka bean and musk complete this Aromatic/Woody fragrance.

Please note: We are unable to ship fragrances over 150ml outside of the UK.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Versace,169.065,200ml,2123
Diesel Bad Eau de Toilette Spray 100ml,"Diesel BAD evokes brooding virility and a sense of erotic mystery. Covered in a grainy black leather texture, the Diesel BAD bottle has a seductive, masculine look, inspired by the classic black leather biker jacket. A daring and sophisticated olfactive signature, Diesel BAD is the first scent combining accords of tobacco and caviar to create an addictive, pulsating, yet fresh woodiness.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Diesel,108.8,100ml,2124
Versace Man Eau Fraiche Eau de Toilette Spray 100ml Gift Set,"Versace Man Eau Fraiche is an Aromatic-Tonic-Woody fragrance designed for the strong and self-confident man who is fond of luxury. Top notes of white lemon, rose wood and carambola give way to a heart of tarragon, clary sage and cedar leaves. The base notes of sycamore wood, amber and musk complete the fragrance by offering mysterious and skin-deep sensations.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Versace,103.87,100ml,2125
Abercrombie & Fitch Away Man Eau de Toilette 100ml,"The journey is a trip, but the destination is a feeling. Away from Abercrombie & Fitch is an invitation to press pause and just be. Away for Men is an aquatic foug√®re fragrance that offers a stolen moment of relaxing freshness.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Abercrombie & Fitch,50.15,100ml,2126
Colour Me Homme Oud Eau de Parfum Spray 100ml,"Rich, warm and seductive. Colour Me Oud is a classic perfume for men, encompassing a blend of traditional ingredients with a modern twist. Rich and warm, this men's fragrance radiates class and charm thanks to its cardamom, rose and jasmine heart.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Colour Me,23.375,100ml,2127
HUGO BOSS BOSS Bottled Tonic Eau de Toilette 50ml,"A fresh masculine twist on the classic fragrance, BOSS Bottled Tonic is the distillation of the fresh moment of clarity the Man of Today needs to regain composure, sharpen, reflect, and go again.

The first ever fresh fragrance from the iconic BOSS Bottled portfolio, BOSS Bottled Tonic reveals a new facet of modern masculinity, inviting the Man of Today to take a moment to refocus on his path to success.

An inherently masculine fresh fragrance, BOSS Bottled Tonic is an elegant composition of sophisticated citruses and rich woody notes to bring a lighter and refreshing dimension to the classic fragrance.

Fragrance Family: Amber
Top Notes: Vibrant Citrus Fruit, Apple
Heart Notes: Tonic Ginger, Cinnamon
Base Notes: Sensual Woody Notes",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,HUGO BOSS,73.015,50ml,2128
Colour Me Homme Abstract Art Eau de Parfum Spray 100ml,"Fresh, spicy and masculine. Colour Me Abstract Art is an invigorating men's fragrance which blends fresh, aromatic notes with a rich masculine woody base.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Colour Me,20.315,100ml,2129
Colour Me Homme Silver Sport Eau de Parfum Spray 100ml,"Fresh, elegant and invigorating. Stay stylish even when on the move. Colour Me Silver Sport blends citrus, spice and amber to create an invigorating men's fragrance that'll last throughout the day.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Colour Me,23.375,100ml,2130
Perfumer's Choice No. 4 Phoenix Eau de Parfum Spray 83ml,"ELEGANT, AMBER AND EXOTIC. ‚Ññ4 by Phoenix is an invigorating rich fragrance for both men and women which blends fruity top notes with warm exotic woody base notes.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Perfumer's Choice,23.8,83ml,2131
Guy Laroche Drakkar Noir Eau de Toilette Spray 200ml,"A stylish, Aromatic Fougere fragrance for men, Guy Laroche Drakkar Noir Eau de Toilette was originally launched in the 1980s, and is now a cool and classic scent for men. Masculine and bold, it features top notes which include Mint, Lemon, Basil, Lavender and Rosemary, middle notes which include Jasmine, Juniper, Geranium, Cinnamon, Angelica and Wormwood and base notes which include Leather, Sandalwood, Rosemary, Cedar and Vetiver. Guy Laroche Drakkar Noir is fantastically put together, a great evening fragrance for men.

Guy Laroche Drakkar Noir EDT features a simple and stylish black bottle, a great addition to any mans fragrance collection.

Please note: We are unable to ship fragrances over 150ml outside of the UK.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Guy Laroche,68,200ml,2132
Versace Eros Parfum Spray 100ml,"Created by perfumer Olivier Pescheux, Eros Parfum expresses sensuality and power, an extreme force that represents a heroic and passionate man, much like Eros, the Greek god whose arrow can make you fall in love.

A fragrance with an element of charm that brings love, passion and seduction splendidly to the fore, Eros Parfum embodies excess and provocation. It has a signature that is not afraid to flaunt itself and reveal its extremes, with a stark contrast between the extremely citrusy and the extremely delicate.

Radiant and energetic top notes of Italian lemon and mandarin are entwined with spicy elemi, black pepper, and a unique twist of litsea cubeba. The heart gives way to a herbal trove of Pomarose, Geranium, Lavender, and Sage. Finally, a base of smooth benzoin, patchouli, and vanilla round out this Woody-Amber-Fresh parfum.

Top notes: Lemon, Mandarin, Litsea Cubeba, Elemi, Black Pepper
Heart notes: Pomarose, Geranium Oil, Lavender, Sage Oil
Base notes: Benzoin Resinoid, Patchouli and Vanilla",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Versace,163.03,100ml,2133
Versace Man Eau Fraiche Eau de Toilette Spray 30ml,"Versace Man Eau Fraiche is an Aromatic/Tonic/Woody fragrance designed for the strong and self-confident man who is fond of luxury. Decidedly more composed and introspective than Versace Man, it is an elegant understatement with an alluring charm; no longer an 'in-your-face' sensuality but rather a willingly contained one. It contains the most classic ingredients of men's scents which are refreshed with some unusual notes to give life to a surprisingly fresh fragrance.

Top notes of white lemon, rosewood and carambola give way to a heart of tarragon, clary sage and cedar leaves. The base notes of sycamore wood, amber and musk complete the fragrance by offering mysterious and skin-deep sensations.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Versace,72.25,30ml,2134
Scottish Fine Soaps Gifts & Sets Men's Grooming Vetiver and Sandalwood Eau de Toilette Spray 50ml Gift Set,"Scottish Fine Soaps' Well Groomed Gift Set will make you feel dapper and ready for the day ahead and is infused with our amazing signature scent of Vetiver & Sandalwood.

Set includes:
- Scottish Fine Soaps Men's Grooming Vetiver & Sandalwood Eau de Toilette 50ml
- Scottish Fine Soaps Men's Grooming Vetiver & Sandalwood Aftershave Balm 75ml
- Scottish Fine Soaps Men's Grooming Vetiver & Sandalwood Hair & Body Wash 75ml",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Scottish Fine Soaps,39.508,50ml,2135
Scottish Fine Soaps Gifts & Sets Men's Grooming Thistle & Black Pepper Eau de Toilette Spray 50ml Gift Set,"Scottish Fine Soaps Men's Grooming Thistle & Black Pepper Well Groomed Gift Set, fragranced with the unmistakable notes of black pepper, amber and sandalwood. The Men's grooming collection is a vintage twist on a Scottish classic, with an added boost from purifying milk thistle extract.

Set includes:
- Scottish Fine Soaps Men's Grooming Thistle & Black Pepper Eau de Toilette 50ml
- Scottish Fine Soaps Men's Grooming Thistle & Black Pepper Aftershave Balm 75ml
- Scottish Fine Soaps Men's Grooming Thistle & Black Pepper Hair & Body Wash 75ml",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Scottish Fine Soaps,39.44,50ml,2136
Abercrombie & Fitch Authentic Self Men Eau de Toilette 100ml,"Every experience, creation, and innovation you put into the world is cherished because there is only one you. With its new fragrance, Abercrombie & Fitch encourages everyone to stand out by being bold, loud, and unapologetically YOU. The scent is a refreshing blend of Ginger, Freesia, and Vanilla with bold ambery undertones. Each day is a blank canvas ready to soak in new highlights of your AUTHENTIC SELF.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Abercrombie & Fitch,56.355,100ml,2137
Tommy Hilfiger Impact Spark Eau de Toilette Spray 100ml and Travel Spray 4ml,"For those who dare to dream and disrupt, Impact Spark is a spirited woody fruity scent that captures the electricity of a big idea in the making. Ignite your passions as zesty Italian bergamot and green fig blend with a spiced cardamom heart for diffused, long lasting freshness. Indulge in an insatiable need to do more as Akigalawood¬Æ, a spicy, woody extract of patchouli, encourages your ambitions to run wild.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Tommy Hilfiger,73.78,100ml,2138
Rapport Sport Eau de Toilette Spray 100ml Gift Set,"Nominated for an Independent Pharmacy Award, Rapport Sport is available today as a 100ml Eau de Toilette and 150ml Body Spray.

It features Top Notes of Lemon, Bergamot, and Spearmint, Heart Notes of Jasmine, Plum, Nutmeg, and Cumin and Base Notes of Vanilla, Musk and Amber.

Set Includes:
- Dana Rapport Sport Eau de Toilette Spray 100ml
- Dana Rapport Sport Deodorant Body Spray 150ml",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Rapport,13.583,100ml,2139
GIVENCHY Gentleman Intense Eau de Toilette Spray 60ml,"Gentleman Givenchy reveals the new Eau de Toilette Intense, an aromatic floral woody in which gentleness embraces strength.

Blazing bergamot, basil and cardamom open the fragrance with a fusing and immediate freshness, extended by the sophistication of a gentle blue iris. The scent then deepens with powerful and generous cedarwood as well as smooth coumarin. A warm contrast unveiling a deeply captivating trail.

An addictive freshness which echoes perfectly the different facets of the Givenchy gentleman. For a man as confident as he is kind.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,GIVENCHY,90.695,60ml,2140
Banana Republic Collezione Riservata Velvet Pomegranate Eau de Parfum Spray 75ml,"Velvet Pomegranate folds together a range of warm spices with tart fruity notes. Pomegranate, bergamot, pear, and rhubarb create the opening. The heart brings fresh tuberose, orange blossom, and jasmine. The base concludes with vanilla, patchouli, and musk.

Launched in 2022 the nose behind this fragrance is Christelle Laprade.

Top Notes: Pomegranate, calabrian Bergamot, Pear and Rhubarb
Middle Notes: Tuberose, Orange Blossom and Egyptian Jasmine
Base Notes: Bourbon Vanilla, Indonesian Patchouli Leaf and Musk",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Banana Republic,47.6,75ml,2141
Lacoste L.12.12 Noir Eau de Toilette Spray 50ml,"L.12.12 Noir Eau de Toilette evokes memories of warm summer nights. Capturing the spirit of Lacoste, this contemporary fougere fragrance features refreshing notes of cool watermelon, basil, lavender and verbena, finished with sensual dark chocolate, cashmeran and patchouli. Perfumer: Pierre Wargnye",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Lacoste,54.4,50ml,2142
Versace Pour Homme Eau de Toilette Spray 200ml,"From Mediterranean origins, Versace Pour Homme has been created to convey, via aromatic notes, the character of today's man. Knowledgeable and self-confident, he has the ability to live his life in a harmonious relationship with the natural world. Dynamic and entrepreneurial, the Versace Pour Homme man communicates his forceful and passionate character through a decidedly masculine fragrance.

Top notes of bergamot, neroli, citron of diamante and bitter orange leaves give way to a heart of geranium, clary sage and blue hyacinth. Base notes of cedarwood, oud, amber, tonka bean and musk complete this Aromatic/Woody fragrance.

Please note: We are unable to ship fragrances over 150ml outside of the UK.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Versace,169.065,200ml,2143
HUGO BOSS BOSS The Scent Le Parfum For Him Eau de Parfum 50ml,"Feel the power of attraction pull you in with BOSS The Scent Le Parfum For Him.

This intense reinterpretation of the iconic ambery signature of BOSS The Scent, Le Parfum ignites the senses with an addictive iris and leather accord, unleashing an alchemy of attraction impossible to resist. Aphrodisiac top notes of ginger and exotic Maninka fruit offer the magnetic pull of the BOSS The Scent signature, while a contrasting heart of precious iris sets a passionate stage. A deeply masculine leather base adds warmth to this inviting fragrance.

The iconic bottle is lacquered in a sensual shade of taupe and set within a rose gold cage. Presented in a taupe box, BOSS The Scent Le Parfum For Him is a powerful fragrance that takes seduction into a whole new dimension.

Fragrance Family: Woody
Top notes: Ginger & Maninka Fruit
Heart notes: Iris notes
Base notes: Leather Accord",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,HUGO BOSS,93.5,50ml,2144
Shay & Blue Black Tulip Eau de Parfum Spray 10ml,Decadent as is deadly. Amber plum flirts with creamy white chocolate and wood. Contrasts of fresh cyclamen with sensual undertones. A day to night fragrance. Pleasure and perfection.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Shay & Blue,38.25,10ml,2145
Guy Laroche Drakkar Intense Eau de Parfum Spray 50ml,"Drakkar Intense is a bold stroke of aromatic fragrance, a sea of fresh spices and woody accords melding into a sharp and charismatic blend. A rise of wormwood, bergamot, and coriander gives a crisp character to the opening accord. The heart brings lavender alongside clary sage and juniper berries. The base features patchouli, moss, and comforting suede.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Guy Laroche,33.83,50ml,2146
Laurelle The British Racing Club Green Eau de Parfum Spray 100ml,Description coming soon.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Laurelle,22.083,100ml,2147
JOOP! Homme Eau de Toilette Spray 75ml Giftset,"The perfect Christmas gift idea: the JOOP! HOMME giftset, the essence of male charisma in an oriental fragrance that captures hearts.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,JOOP!,62.9,75ml,2148
Diesel Bad Eau de Toilette Spray 100ml,"Diesel BAD evokes brooding virility and a sense of erotic mystery. Covered in a grainy black leather texture, the Diesel BAD bottle has a seductive, masculine look, inspired by the classic black leather biker jacket. A daring and sophisticated olfactive signature, Diesel BAD is the first scent combining accords of tobacco and caviar to create an addictive, pulsating, yet fresh woodiness.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Diesel,108.8,100ml,2149
dunhill London ICON Absolute Eau de Parfum Spray 100ml,"Dunhill Icon Absolute by dunhill London is a spicy, woody fragrance that was launched in 2015. The scent opens with top notes of Bergamot and Black pepper, middle notes are Saffron, Black Rose and Jasmine. Base notes are Oud, Tobacco leaves and Tuscan leather.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,dunhill London,168.47,100ml,2150
Rapport Sport Eau de Toilette Spray 100ml Gift Set,"Nominated for an Independent Pharmacy Award, Rapport Sport is available today as a 100ml Eau de Toilette and 150ml Body Spray.

It features Top Notes of Lemon, Bergamot, and Spearmint, Heart Notes of Jasmine, Plum, Nutmeg, and Cumin and Base Notes of Vanilla, Musk and Amber.

Set Includes:
- Dana Rapport Sport Eau de Toilette Spray 100ml
- Dana Rapport Sport Deodorant Body Spray 150ml",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Rapport,13.583,100ml,2151
Banana Republic Collezione Riservata Velvet Pomegranate Eau de Parfum Spray 75ml,"Velvet Pomegranate folds together a range of warm spices with tart fruity notes. Pomegranate, bergamot, pear, and rhubarb create the opening. The heart brings fresh tuberose, orange blossom, and jasmine. The base concludes with vanilla, patchouli, and musk.

Launched in 2022 the nose behind this fragrance is Christelle Laprade.

Top Notes: Pomegranate, calabrian Bergamot, Pear and Rhubarb
Middle Notes: Tuberose, Orange Blossom and Egyptian Jasmine
Base Notes: Bourbon Vanilla, Indonesian Patchouli Leaf and Musk",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Banana Republic,47.6,75ml,2152
Banana Republic Collezione Riservata Midnight Hour Eau de Parfum Spray 75ml,"Midnight Hour is a rich leather fragrance inviting warm spices and woody accords. A ginger flavour opens the fragrance with touches of mango and green notes. A spicy heart features star anise alongside pink pepper, geranium, and hedione. The base brings powerful oud wood, patchouli, leather, and musk.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Banana Republic,47.6,75ml,2153
Armaf Club De Nuit Iconic Eau de Parfum Spray 105ml,"Club De Nuit Iconic brings together a wealth of strong woody scents and crisp freshness. Grapefruit, mint, and pink pepper headline the fragrance for a sharp flavour. The heart uses ginger alongside nutmeg, jasmine, and melon. The base uses a heady incense accord with smooth sandalwood, amber, cedar, labdanum, and woods.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Armaf,93.415,105ml,2154
Laurelle The British Racing Club Green Eau de Parfum Spray 100ml,Description coming soon.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Laurelle,22.083,100ml,2155
Hollister Canyon Escape for Him Eau de Toilette 100ml,Hollister Canyon Escape for Him is a woody fresh fragrance that captures the energy and excitement of an unexpected detour.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Hollister,30.6,100ml,2156
Clinique Happy Men Eau de Cologne Spray 50ml,"linique Happy Men has a characteristic and original marine note of oyster which is blended with lime and mandarin. Transparent flowers stay in the background to give room to ethereal scents of cedarwood, lignum vitae and cypress.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Clinique,69.7,50ml,2157
Tommy Hilfiger Impact Spark Eau de Toilette Spray 100ml and Travel Spray 4ml,"For those who dare to dream and disrupt, Impact Spark is a spirited woody fruity scent that captures the electricity of a big idea in the making. Ignite your passions as zesty Italian bergamot and green fig blend with a spiced cardamom heart for diffused, long lasting freshness. Indulge in an insatiable need to do more as Akigalawood¬Æ, a spicy, woody extract of patchouli, encourages your ambitions to run wild.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Tommy Hilfiger,73.78,100ml,2158
GIVENCHY Gentleman Original Eau de Toilette Spray 100ml,"Givenchy Gentleman is a vigorous, woody aromatic fragrance for the man of action who wants to experience all the excitement life has to offer. The fragrance's first notes feature aromatic tones of Tarragon and Cinnamon, enveloped by citrus notes. This develops with a complex of exotic woody notes blending Vetiver from Java, Patchouli from Singapore and Sandalwood from Mysore in India. Finally, Russian leather leaves a warm, rich base note.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,GIVENCHY,121.805,100ml,2159
Armaf The Pride of Armaf Pour Homme Eau de Parfum Spray 100ml,"The Pride of Armaf Pour Homme delivers a sharp and masculine blend of citrus, fresh spice, and amber influences. A citrus-imbued top blends bergamot, lemon, and verbena. Nutmeg, cinnamon, and oakmoss bring warmth to the heart. Sandalwood, vanilla, and tonka bean enable a smooth and comforting base.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Armaf,50.915,100ml,2160
Versace Pour Homme Eau de Toilette Spray 50ml Gift Set,"Diamante Citrus, Bitter Orange leaves and Neiroli flowers light up the fragrance with Mediterranean accents. The heart of Versace Pour Homme is characterized by the mineral-floral aroma, almost tactile, of Clary Sage and Blue Hyacinth. Amber and Musk deliver deep and sensual base notes, the essence of pure masculinity.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Versace,83.47,50ml,2161
Versace Man Eau Fraiche Eau de Toilette Spray 50ml Gift Set,"Versace Man Eau Fraiche is an Aromatic-Tonic-Woody fragrance designed for the strong and self-confident man who is fond of luxury. Top notes of white lemon, rose wood and carambola give way to a heart of tarragon, clary sage and cedar leaves. The base notes of sycamore wood, amber and musk complete the fragrance by offering mysterious and skin-deep sensations.",Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Versace,81.6,50ml,2162
Hollister Canyon Sky for Him Eau de Toilette 100ml,Canyon Sky for Him is a woody citrus mixing hot with cold to form an intensely invigorating fragrance to replicate the final feeling of an adventure concluding. Cooling notes of fresh citruses and Juniper melds into rich woods and earthy Moss.,Perfume & Cologne,,"Aerosol products,
AfterShave,
Menís,
Menís fragrance,
All Menís perfume",,Hollister,30.6,100ml,2163
